prediction_id,ticker,direction,video_id,company_name,quote,v1_verdict,v1_confidence,v1_reason,v2_verdict,v2_confidence,v2_reason,v2_suggested_ticker,input_tokens,output_tokens,call_cost_usd,quote_located,run_at
605924,PANW,bullish,2-grGKNI_Lc,"Palo Alto Networks, Inc.",I think what this translates to is what I think will be an average of low 20 percent maybe High Teens percentage Revenue growth rate over the next two to three years,UNCERTAIN,0.5,"The context discusses a company with strong Billings, RPO, EPS, and free cash flow growth metrics consistent with PANW, but the company is never explicitly named in the surrounding text, making definitive attribution uncertain.",REAL_ATTRIBUTION,0.99,"The quote explicitly discusses Palo Alto Networks' revenue growth forecast, billings, RPO, EPS, and free cash flow — a direct analysis of PANW's financials.",,938,72,0.003894,True,2026-04-19T11:45:17Z
610464,VIX,bearish,WHqzBSjTn8U,,Vegas is undergoing construction to make way for the Formula 1 race this is a highly anticipated race and conceptually this seems really cool but in all practicality it's running into a couple of snags for visitors and locals the construction has made navigating the city and exercising patients driving or walking from one resort to another can take much longer than usual many visitors are complaining that the construction has ruined views of popular attractions.,MIS_ATTRIBUTION,0.95,"The quote discusses Las Vegas construction for Formula 1 and its impact on a real estate holding on the Vegas Strip, with no mention of VIX (the volatility index) whatsoever.",MIS_ATTRIBUTION,0.95,"The quote discusses Formula 1 construction disruptions on the Las Vegas Strip and their impact on visitors, with no thematic, sector, or implicit link to VIX (volatility index).",,1035,73,0.0042,True,2026-04-19T11:45:19Z
610658,VZ,bullish,A-Q-XiqxBPY,Verizon Communications Inc.,I have a cash position. I don't believe in timing the market. People tell me if you have a cash position you're timing the market. I'm just not finding a lot of value right now.,MIS_ATTRIBUTION,0.97,"The quote discusses general market positioning and cash strategy with no mention of Verizon or any VZ-related products, services, or business.",MIS_ATTRIBUTION,0.97,"The quote discusses holding cash and not finding market value generally, with no mention of Verizon or any telecom theme; VZ has no thematic, sector, or implicit link to this macro/cash-positioning discussion.",,990,80,0.00417,True,2026-04-19T11:45:22Z
609458,CAT,bullish,2sf2AtGKaTY,Caterpillar Inc.,Then finally if we look at the dividend discount model assume a dividend growth rate of 6% and a discount rate of 8.5%. We come to a dividend discount model price per share of 234 which is around 19% lower than the current share price.,MIS_ATTRIBUTION,0.9,"The surrounding context shows the quote transitions immediately into a discussion of Deere & Co (the sixth largest holding in Bill Gates's portfolio), suggesting this dividend discount model analysis belongs to Deere or another company in the portfolio, not Caterpillar.",REAL_ATTRIBUTION,0.92,"The dividend discount model analysis with specific price target of $234 is directly about Caterpillar (CAT), as the surrounding context discusses CAT's PE ratio, earnings growth, and dividend metrics before transitioning to a separate company (Deere).",,1052,92,0.004536,True,2026-04-19T11:45:25Z
607436,CI,bullish,3n4jO2qjjhQ,Cigna Corporation,so if we go ahead and jump over to my valuation spreadsheet we'll go ahead and come up here and plug in stock ticker c i and hit enter you can see the payout ratio over here sitting at around 21% again a very healthy payout ratio for this company in a very low baa so you should see low levels of volatility now if we jump over to the dividend discount model I'll go ahead and zoom in and one of the things you'll notice again like I mentioned they used to pay out yearly dividends so there's not anything listed here for the quarterly dividend but overall over the past few years the dividend growth rates for this company have been very good at 12% nearly 10% and the most recent around 13.82% so I expect High dividend growth rates from this company in the future and in this scenario I'm projecting a dividend growth rate of 6.25% discount rate of 8% that gives us a dividend discount model price per share of $340 a little bit above that current trading price,UNCERTAIN,0.55,"The quote explicitly mentions plugging in ticker 'CI' into a valuation spreadsheet, but the context doesn't name the company as Cigna, and the description of switching from annual to quarterly dividends starting March 2021 and a price around $340 could fit Cigna but the surrounding context transitions to MSCI as the 'fourth company,' making it unclear which company is the third being discussed.",REAL_ATTRIBUTION,0.99,"The speaker explicitly plugs in stock ticker 'CI' into their valuation spreadsheet and performs a dividend discount model analysis directly on Cigna Corporation, making this a direct and explicit reference to the specific company.",,1295,77,0.00504,True,2026-04-19T11:45:28Z
607435,TR,bullish,3n4jO2qjjhQ,Tootsie Roll Industries Inc,if we jump over to my stock valuation spreadsheet we'll come over here and plug in TRW and hit enter and you can see all of this data will automatically load in now we need to understand this company has a pretty high beta at 1.4 meaning you'll see quite a bit more volatility with this company than that of the market but if we jump over to our dividend discount model again we'll go ahead and zoom in and again I plugged in the quarterly dividend payments for this company over the past few years so you can see earlier they had some pretty nice dividend growth rates they had 20% 11% but the past couple of years have been quite a bit lower at under 2% not really a good Trend moving forward if you projected dividend growth rate of around 4% discount rate of 8.5% that gives them a dividend discount model price per share of around $114 per share now their payout ratio is close to around 50% so that growth rate should be sustainable moving forward,MIS_ATTRIBUTION,0.95,"The quote references ticker 'TRW' (not TR/Tootsie Roll), and the surrounding context mentions 'tro price' with a special dividend and then transitions to Cigna (CI), indicating this is about a different company (likely TRW Automotive or similar), not Tootsie Roll Industries.",MIS_ATTRIBUTION,0.9,"The speaker is analyzing 'TRW' (likely TRW Automotive or a spreadsheet ticker code) and discussing Cigna (CI) as the third company, not Tootsie Roll Industries (TR); the quote and context show no connection to TR.",,1310,96,0.00537,True,2026-04-19T11:45:31Z
606234,KLAC,bullish,3VNLC7M5vqA,KLA Corporation,Casey we really think there's a coming boom in ship equipment starting in calendar year 2024 that could last a good two-year stretch and this something we'll talk about more going forward we still like the Fab Five asml at least as of this recording back under $600 a share we still like our Applied Materials pick lamb research Tokyo electron k core,UNCERTAIN,0.55,"The quote mentions 'k core' which likely refers to KLA Corporation (KLAC) as part of the 'Fab Five' semiconductor equipment companies, but the transcription is unclear and 'k core' could be a speech-to-text error for 'KLA' or another company entirely.",REAL_ATTRIBUTION,0.92,"KLA Corporation ('k core') is explicitly named as one of the 'Fab Five' semiconductor equipment companies the speaker recommends, making this a direct implicit reference to the specific company.",,1008,77,0.004179,True,2026-04-19T11:45:33Z
609987,MPLX,bullish,_4GxQp4qpEE,MPLX Lp,"But when I was reading their recent earnings report, here's what really stood out. They stated, ""We see a period of time where 12.5% is very doable."" They're referring to dividend growth. It's tough to give you an extremely long horizon, but we certainly are trying to convey to you that distribution growth at 12.5% has the potential to be durable for a period of time. So, we're not just talking about a high yielder that's going to be able to barely sustain those dividends. They're expecting to grow dividends at a double-digit rate with a starting yield already at 7.52%.",UNCERTAIN,0.55,"The surrounding context mentions 'NPLX' (likely a transcription error for MPLX) with a 1.5x DCF coverage ratio and the quote discusses an MLP with 12.5% distribution growth and 7.52% yield, which aligns with MPLX characteristics, but the ticker reference is ambiguous due to the 'NPLX' mention.",REAL_ATTRIBUTION,0.95,"The quote directly references MPLX (referred to as 'NPLX' in context, a likely transcription error) by discussing its specific earnings report, DCF coverage ratio of 1.5x, and 7.52% starting yield — this is an explicit, direct discussion of the individual MLP stock.",,1182,102,0.005076,True,2026-04-19T11:45:37Z
611713,SOXX,bullish,AQufA_IuUek,,"Now, the next decade is going to be dominated by AI, artificial intelligence. That's pretty obvious. So, whoever dominates the next 10 years of AI is going to dominate the stock market for the next decade.",MIS_ATTRIBUTION,0.85,"The quote discusses AI dominance broadly without mentioning SOXX, semiconductors, or any specific company/product associated with the iShares Semiconductor ETF.",REAL_ATTRIBUTION,0.82,"SOXX is the semiconductor ETF and semiconductors are the foundational infrastructure layer of AI dominance, making it a valid theme/sector ETF proxy for the AI-dominance-over-next-decade thesis described.",,917,85,0.004026,True,2026-04-19T11:45:40Z
607514,BMY,bullish,5Q1O21tqBgE,Bristol-Myers Squibb Company,so what would i do if this was me what i would do is throw one tracker share on for a long position so i would buy one share 60 61 and 19 cents and just let it go and it's going to stay in my portfolio and i'm just going to keep watching it for as long as it takes for this red line to swing up into the sweet spot and for me to get a good run to the positive direction so that's how i would play this thing long term buy a tracker share let if this thing drops and just keeps going and it goes to forty dollars okay so you lose you quote unquote lose twenty dollars a share but you will when that thing sweeps into the sweet spot you right when it gets in there with a good buy signal you'll be able to go in there add a lot more shares and of course you'll make your 20 back relatively quickly so that's what i would do from a long-term perspective,UNCERTAIN,0.5,"The quote discusses a stock trading around $60-61 with potential drop to $40, which is consistent with BMY's price range, but the transcript never explicitly names Bristol-Myers Squibb or BMY, making attribution uncertain.",REAL_ATTRIBUTION,0.97,"The speaker is explicitly discussing buying shares of the specific stock at $60-61 with a price target analysis, and the context references support levels and chart patterns consistent with BMY's price range at the time, making this a direct attribution to BMY.",,1297,85,0.005166,True,2026-04-19T11:45:44Z
609912,NAVI,bullish,_6w9EbjaSII,Navient Corp,"For example, Na'vias we mentioned, been on a hot run in the last year. based on this announcement alone. Ironically, their revenue keeps declining. They're going pretty much allin and restructuring the business around this high voltage data center, gallium nitride and silicon carbide business.",MIS_ATTRIBUTION,0.98,"The quote refers to 'Na'vias' (likely Navitas Semiconductor, NVTS), a gallium nitride and silicon carbide power semiconductor company, not Navient Corp (NAVI), a student loan servicer.",MIS_ATTRIBUTION,0.92,"The speaker is discussing 'Navias' (likely Navitas Semiconductor, NVTS), a gallium nitride/silicon carbide power semiconductor company, not Navient Corp (NAVI), a student loan servicer with no connection to high voltage data centers or power semiconductors.",,1005,101,0.00453,True,2026-04-19T11:45:47Z
609908,INFN,bullish,_6w9EbjaSII,Infinera Corporation,"Infinion in industrial power. That would be our preference there if we were going to pick one. But ST Micro again may be another one of those businesses that if it hits a growth patch, maybe it's really cheap and the stock price can take off.",MIS_ATTRIBUTION,0.99,"The quote refers to 'Infineon' (the German semiconductor company, ticker IFX) in the context of industrial power and automotive semiconductors, not Infinera Corporation (INFN), which makes optical networking equipment.",MIS_ATTRIBUTION,0.95,"The quote refers to 'Infineon' (IFX), a European semiconductor company, not INFN (Infinera Corporation), which is a fiber optics/networking company — these are entirely different companies with no thematic link.",,992,89,0.004311,True,2026-04-19T11:45:48Z
609972,ABBV,bullish,bJuM5DWdBzw,AbbVie Inc.,"We'll apply that growth rate to the future free cash flows and find the present value of those future free cash flows, add them together, add the company's cash and cash equivalents, and subtract out total debt to get equity value. divide by shares outstanding to come to a DCF price per share of about $240.37, which is actually close to about 16% higher than the current share price.",UNCERTAIN,0.55,"The context mentions 'AV' (which could be a ticker abbreviation) rather than explicitly 'ABBV' or 'AbbVie', making it unclear if this is about AbbVie or another company, though the DCF analysis details are consistent with a large-cap pharma valuation.",REAL_ATTRIBUTION,0.99,"The quote explicitly performs a DCF valuation on AbbVie (ABBV), referencing its free cash flows, cash, debt, and shares outstanding to arrive at a specific price target, making this a direct attribution to the company.",,1073,83,0.004464,True,2026-04-19T11:45:51Z
609335,VICI,bullish,bq5UnFuWkcc,VICI Properties Inc,"And I'm just telling you right now that when you finally see interest rates start falling once again, uh this is a stock that I I personally believe will rocket much higher than where it is today once investors see the value in that. In fact, it's probably my highest conviction uh REIT stock, excuse me, in the entire market right now.",UNCERTAIN,0.55,"The quote references a REIT stock with CPI-linked contracts, high dividend yield, and cheap valuation, which fits VICI's profile, but the ticker is never explicitly named in the visible context, making attribution uncertain.",REAL_ATTRIBUTION,0.99,"The speaker explicitly names VICI as their highest conviction REIT stock and makes a direct bullish prediction about it, making this a specific company attribution rather than a sector/theme reference.",,1038,72,0.004194,True,2026-04-19T11:45:53Z
609079,AAL,bullish,btEsb-GX6NY,American Airlines Group Inc.,nothing wrong with the long-term investing thesis as the world keeps on developing especially Emerging Markets reaching developed Market live quality and everything copper per person will increase still and whatever so the future is bright for such miners,MIS_ATTRIBUTION,0.99,"The quote is clearly about copper miners and commodity investing, with no mention of American Airlines or the airline industry.",MIS_ATTRIBUTION,0.98,"The quote discusses copper miners and emerging markets demand for commodities, with no thematic, sector, or implicit link to American Airlines (AAL).",,945,63,0.00378,True,2026-04-19T11:45:56Z
606048,DOOO,bullish,bv4ibyepgOU,BRP Inc,I think this will have a great return on investment in the years ahead as AI kind of slowly I should say newer AI services start to proliferate throughout the rest of the economy maybe trickles down into smaller businesses as well,MIS_ATTRIBUTION,0.99,"The quote and surrounding context are entirely about DigitalOcean, Nvidia GPUs, and cloud computing infrastructure, with no mention of BRP Inc (DOOO) whatsoever.",MIS_ATTRIBUTION,0.98,"The quote and surrounding context are entirely about DigitalOcean (DOCN) and its AI/GPU infrastructure strategy, with no connection to BRP Inc (DOOO), a powersports vehicle manufacturer.",,953,79,0.004044,True,2026-04-19T11:45:58Z
607168,PSTG,bullish,C1Yc8pKTrrM,"Everpure, Inc",this one I'm very pleased with the performance for us and for everyone that's been invested in it but there needs to be a little Caution here I agree would not be surprised if this one sells off really hard after the next earnings update that said if you can manage to do so ignore the stock price when that happens it's just part of the name of the game this is a really high quality business we're focused on the long term so what we thought was a pretty good value at the beginning of this year probably or maybe definitely not a value anymore so we're happy to hold but not adding,UNCERTAIN,0.5,"The quote discusses a stock with ~100% YTD run-up and $3.1B revenue guidance for 2025 with 10.5% growth, which could match Pure Storage (PSTG), but the ticker is labeled as 'Everpure, Inc' which is not PSTG's company name, and the surrounding context doesn't explicitly name the company being discussed.",MIS_ATTRIBUTION,0.9,"PSTG is Pure Storage, Inc., not 'Everpure, Inc.'; the quote and context discuss a data storage/AI-adjacent company with ~100% YTD run-up and $3.1B revenue guidance, which aligns with Pure Storage (PSTG), but the ticker label 'Everpure, Inc' is incorrect — however, the actual discussion does appear to match PSTG's fundamentals, making this a labeling error on the company name rather than a true mis-attribution of the ticker to the quote.",,1115,300,0.007845,True,2026-04-19T11:46:05Z
605906,AMD,bullish,C5a-pfxs-zE,"Advanced Micro Devices, Inc.",that Trend now reversing for 2023 if it holds what was a big headwind last year could turn into a major Tailwind four stocks in 2023,UNCERTAIN,0.55,"The quote discusses a broad macroeconomic tailwind for semiconductor businesses with foreign currency exposure, which applies to AMD, but AMD is never specifically named in the surrounding context.",RETAG,0.8,"The speaker discusses a broad macro tailwind (weakening dollar) benefiting semiconductor businesses with foreign revenue, which is a sector-level theme better represented by the semiconductor ETF SMH rather than AMD specifically.",SMH,924,80,0.003972,True,2026-04-19T11:46:08Z
610587,RBS,bullish,CBK9qPo7HV4,,and here I want to add rubies today that is a stock that we already discussed here on the YouTube channel but it is a very interesting play as the stock price went down thus it is now a good buy,MIS_ATTRIBUTION,0.9,"The quote refers to 'Rubies' or 'Rubes' (a company providing fuel, energy, and asphalt products), not RBS (Royal Bank of Scotland), making this a mis-attribution to the wrong ticker.",REAL_ATTRIBUTION,0.85,"RBS here appears to refer to 'Rubis' (the French energy/fuel distribution company ticker RBS on Euronext), which matches the speaker's description of 'Rubes/Rubies' providing fuel, energy, and asphalt products with a P/E below 10 and high dividend yield — an implicit reference to the specific company.",,963,112,0.004569,True,2026-04-19T11:46:11Z
609127,AAPL,bullish,Cia9JmcvD1I,Apple Inc.,I'm starting to get very bullish on the big stocks stocks like like Visa I like Amazon I like meta I like a lot of the big seven because people are starting to hate on them and they're getting better valued and this is what I look for I look for things people hate when they love them I sell them and I move on that's what I do and I'm starting to open small positions in some of the big stocks and some of the Magnificent Seven stocks because this is what I believe will happen,MIS_ATTRIBUTION,0.95,"The quote mentions Visa, Amazon, and Meta specifically as bullish picks, but never mentions Apple or AAPL, making this a mis-attribution to Apple.",MIS_ATTRIBUTION,0.9,"The speaker explicitly names Visa, Amazon, Meta, and the Magnificent Seven broadly, but never mentions Apple specifically, making the AAPL attribution unsupported by the quote or context.",,1112,78,0.004506,True,2026-04-19T11:46:14Z
609131,GOOGL,bullish,Cia9JmcvD1I,Alphabet Inc.,I'm starting to get very bullish on the big stocks stocks like like Visa I like Amazon I like meta I like a lot of the big seven because people are starting to hate on them and they're getting better valued and this is what I look for I look for things people hate when they love them I sell them and I move on that's what I do and I'm starting to open small positions in some of the big stocks and some of the Magnificent Seven stocks because this is what I believe will happen I told you I think it's nearing the end and we're going to go into 2025 and we might even make a new high,MIS_ATTRIBUTION,0.95,"The quote mentions Visa, Amazon, and Meta specifically as bullish picks but never mentions Alphabet/Google/GOOGL by name, making this a mis-attribution to GOOGL.",MIS_ATTRIBUTION,0.9,"The speaker explicitly names Visa, Amazon, and Meta as the stocks they are bullish on within the Magnificent Seven theme, but never mentions Alphabet/GOOGL specifically, making this a mis-attribution to GOOGL rather than a thematic or implicit reference.",,1166,94,0.004908,True,2026-04-19T11:46:18Z
609126,NVDA,bullish,Cia9JmcvD1I,NVIDIA Corporation,I see a September rate cut as something that's bullish for stocks because they can expect more rate Cuts this is a catalyst and I see it happening and I see stocks going up into 2025 all together not not just to Russell not just to th stocks alog together CU once we had crashes before in 2020 2022 2008 everything was going up together and everything pretty much went down together and now we don't have this case if we're going to have a crash the DA has to crash but the da stocks are so cheap they're just not going to crash,MIS_ATTRIBUTION,0.95,"The quote discusses broad market movements, rate cuts, and general stock market direction without any specific mention of NVIDIA or its products.",MIS_ATTRIBUTION,0.85,"The quote discusses broad market rotation, rate cuts, and stocks going up together (mentioning Russell 2000, Dow stocks, McDonald's) with no specific reference to NVIDIA or semiconductors, making the NVDA attribution have no thematic or implicit link to the discussion.",,1135,91,0.00477,True,2026-04-19T11:46:19Z
609132,TSLA,bullish,Cia9JmcvD1I,"Tesla, Inc. Common Stock",I'm starting to get very bullish on the big stocks stocks like like Visa I like Amazon I like meta I like a lot of the big seven because people are starting to hate on them and they're getting better valued and this is what I look for I look for things people hate when they love them I sell them and I move on that's what I do and I'm starting to open small positions in some of the big stocks and some of the Magnificent Seven stocks because this is what I believe will happen I told you I think it's nearing the end and we're going to go into 2025 and we might even make a new high,MIS_ATTRIBUTION,0.95,"The quote mentions Visa, Amazon, and Meta as examples of big stocks the speaker is bullish on, but never mentions Tesla or TSLA anywhere in the quote or surrounding context.",MIS_ATTRIBUTION,0.9,"The speaker explicitly mentions Visa, Amazon, Meta, and the Magnificent Seven broadly, but never references Tesla or any implicit proxy for it, making the TSLA attribution unsupported by the quote or context.",,1169,77,0.004662,True,2026-04-19T11:46:21Z
608403,ASML,bullish,d6-NhcMrUaY,ASML Holding N.V.,for 2025 the CFO Wendel Wong explained that they do expect an increase in capex in 2024 it was nearly $30 billion but in 2025 they expect it to be between 38 to 42 billion about 70% of that budget will be allocated for advanced processed Technologies,MIS_ATTRIBUTION,0.97,"The quote is clearly about TSMC (Taiwan Semiconductor Manufacturing Company), referencing TSMC's CFO Wendel Wong and TSMC's capital expenditure plans, not ASML.",MIS_ATTRIBUTION,0.9,"The quote is entirely about TSMC's (TSM) capex plans as explained by TSMC's CFO Wendel Wong, with no mention of ASML or any implicit link to ASML Holding.",,1042,86,0.004416,True,2026-04-19T11:46:23Z
608406,ONTO,bullish,d6-NhcMrUaY,Onto Innovation Inc,for 2025 the CFO Wendel Wong explained that they do expect an increase in capex in 2024 it was nearly $30 billion but in 2025 they expect it to be between 38 to 42 billion about 70% of that budget will be allocated for advanced processed Technologies,MIS_ATTRIBUTION,0.97,"The quote is clearly about TSMC (mentioning CFO Wendel Wong and TSMC's capex guidance), not Onto Innovation Inc.",RETAG,0.82,"The quote discusses TSMC's capex spending on advanced process technologies, which benefits the semiconductor sector broadly; ONTO is a narrow individual semiconductor equipment stock rather than the sector ETF SMH that would better represent this thematic exposure.",SMH,1037,86,0.004401,True,2026-04-19T11:46:26Z
610878,TBT,bullish,JgSVEhmigLk,,Jerome Powell is raising interest rates by 75 basis points and now the median official expected interest rate by the end of the year was somewhere between 3.25 percent and 3.5 percent but now Powell has raised these expectations up to 4.4 percent and 4.6 percent.,UNCERTAIN,0.55,"The quote discusses rising interest rates which directly benefits TBT (an inverse Treasury ETF), but the transcript never explicitly mentions TBT by name, making it unclear if this is a TBT-specific analysis or general market commentary that was tagged to TBT.",REAL_ATTRIBUTION,0.95,"TBT is the inverse/leveraged ETF for long-duration Treasuries (2x short 20+ year Treasuries), making it a direct macro proxy for rising interest rates — exactly the theme discussed (rates higher for longer), so the attribution is a valid commodity/macro ETF match.",,948,97,0.004299,True,2026-04-19T11:46:29Z
611298,TLT,bullish,dSux8oyJSKo,,"You'll probably see the lowest inflation, like negative inflation, which will drive rates the lowest to the lowest levels that we've seen sometime between 2030 and 2032.",UNCERTAIN,0.55,"The quote discusses falling inflation driving rates to lowest levels, which is directionally relevant to TLT (long-term Treasury ETF), but TLT is never explicitly mentioned — the surrounding context focuses on lending, mortgages, and broader macro themes without naming TLT specifically.",REAL_ATTRIBUTION,0.95,"The quote explicitly predicts 'negative inflation' driving rates to 'lowest levels' between 2030-2032, which is a direct bullish macro prediction for long-duration treasuries represented by TLT.",,954,79,0.004047,True,2026-04-19T11:46:31Z
611763,TLT,bullish,3kJg6qMFV9A,,"The biggest question for me and for you should be how is this going to impact stocks. We just had the first cut nine months, right? We will most likely get two more cuts this year.",MIS_ATTRIBUTION,0.85,"The quote discusses Fed rate cuts and their impact on stocks broadly, with no specific mention of TLT, Treasury bonds, or long-duration fixed income instruments that would make this specifically about TLT.",REAL_ATTRIBUTION,0.82,"A Fed rate cut cycle with more cuts expected is a classic macro driver for long-duration Treasury bonds, making TLT (long treasuries ETF) a direct thematic proxy for the rate-cut narrative described.",,920,83,0.004005,False,2026-04-19T11:46:34Z
612253,SH,bullish,1MoCTi_Rw5A,,"When you're in a frothy market, focus more on dividend stocks and value stocks. Once you start to get a downtrending market for 6 to 12 months, money starts to funnel right into the value and dividend stocks.",MIS_ATTRIBUTION,0.92,"The surrounding context discusses a bull run and portfolio gains with no mention of SH (ProShares Short S&P500 ETF), and the quote itself is generic investment advice about dividend/value stocks with no reference to SH or any inverse ETF.",MIS_ATTRIBUTION,0.95,"SH is an inverse S&P ETF (bearish instrument), but the quote discusses rotating into dividend/value stocks in a frothy market — not shorting the market — and the surrounding context is entirely about bull-run portfolio gains with no bearish or hedging theme.",,946,96,0.004278,False,2026-04-19T11:46:37Z
610453,VCI,bullish,-cpUH288-fY,,I think they're going to cut rates and uh you I think they're going to cut rates sooner than people expect pretty soon so you know I think the market expects sometime middle of next year I think it's more likely probably as early as q1. Because of the low valuation compressed multiple likelihood of interest rates going down and the success of Vegas diversification I believe V Properties is currently positioned to have a great 2024.,MIS_ATTRIBUTION,0.85,"The quote and surrounding context repeatedly reference 'vichi' or 'vich' (VICI Properties, ticker VICI), not VCI (Viad Corp or Valassis Communications), making this a mis-attribution to the wrong ticker.",REAL_ATTRIBUTION,0.95,"The quote and surrounding context repeatedly reference 'vichi'/'vich'/'V Properties' as a specific company (VICI Properties, ticker VCI), making this a direct implicit reference to the specific company.",,1042,83,0.004371,True,2026-04-19T11:46:41Z
610461,TLT,bullish,Cw9KxezdFM8,,Bill Amman makes another big macro prediction specifically about the lowering of interest rates. He's saying they're going to lower interest rates faster than expected. I think it's more likely probably as early as Q1 so he believes the Fed is going to lower interest rates as close as Q1 of next year.,MIS_ATTRIBUTION,0.85,"The quote discusses Bill Ackman's macro prediction about interest rate cuts, which is relevant to TLT conceptually, but the surrounding transcript context is entirely about Elon Musk, Twitter/X, and Disney advertisers, with no mention of TLT, bonds, or interest rates, suggesting the quote was extracted from a different segment or source and misattributed to this transcript.",REAL_ATTRIBUTION,0.95,"TLT is the long-duration Treasury ETF, making it a direct macro/commodity-style proxy for a prediction about the Fed lowering interest rates faster than expected, which would be bullish for long-duration bonds.",,948,80,0.004044,False,2026-04-19T11:46:44Z
612402,QQQ,bullish,JpTneUnzEAE,,Tech always rebounds. 2022 Nvidia Ukraine invasion Nvidia drops from 300 to 108 right guess what by 2023 it was at 500 plus Apple dropped 25% when Russia invaded Ukraine it hit all-time highs 12 months later. Tech outperforms long-term everything and you get a little dip because of the war.,UNCERTAIN,0.55,"The quote discusses tech stocks broadly (Nvidia, Apple) and the surrounding context mentions NASDAQ/SP500, which QQQ tracks, but QQQ is never explicitly mentioned in the quote or immediate context.",REAL_ATTRIBUTION,0.95,"QQQ is the broad tech/NASDAQ ETF and the speaker explicitly discusses tech sector long-term outperformance with a bullish thesis, making QQQ a valid theme ETF proxy for the quote.",,1077,79,0.004416,True,2026-04-19T11:46:46Z
611534,VNQ,bearish,nga0XdGKmZY,,"These private credit firms own a lot of homes. They might have to liquidate the homes they do have. They're going to be selling them at whatever they can get for them. If more of them start to put their houses for sale, now we have an increase in the supply of houses for sale.",UNCERTAIN,0.55,"The quote discusses private credit firms potentially liquidating homes and increasing housing supply, which could indirectly affect REITs (VNQ), but the context is primarily about private credit/CLO market stress rather than directly referencing VNQ or real estate investment trusts.",REAL_ATTRIBUTION,0.75,"The quote discusses private credit firms potentially liquidating homes and increasing housing supply, which is a bearish implicit reference to the real estate/housing market, making VNQ (REIT ETF) a reasonable thematic proxy for that sector impact.",,957,89,0.004206,False,2026-04-19T11:46:47Z
611858,CI,bullish,oFqkja7Wp-Y,Cigna Corporation,"Credential as a financial has been trading at a sub 15 PE. I think it's worth 15 times earnings, but the market hasn't priced it at that level. It's currently only trading at a 7 PE. I feel like there's some really good potential here going forward over the next several years of some really strong rates of return.",MIS_ATTRIBUTION,0.95,"The quote refers to a company called 'Credential,' a financial sector stock, with no mention of Cigna Corporation or any CI-related products, subsidiaries, or executives.",MIS_ATTRIBUTION,0.85,"The speaker is discussing a company called 'Credential' (a financial trading at a 7 PE with a 5%+ dividend yield and 15-year dividend growth history), which does not match Cigna Corporation (CI), a health insurance company with a very different financial profile.",,1046,99,0.004623,True,2026-04-19T11:46:53Z
612371,SOXX,bullish,QaDrvdPE1vA,,"Every service that touches this is going to benefit, right? Semiconductor software. Every service that touches this is going to benefit. Investors who understand this and who can absorb volatility, I think they'll do fine for the next 10 years.",UNCERTAIN,0.55,"The quote mentions semiconductors broadly as part of AI investment themes, which aligns with SOXX (semiconductor ETF), but never specifically references SOXX or any particular semiconductor company, making it a general market commentary that could apply to many tickers.",REAL_ATTRIBUTION,0.85,"SOXX is the semiconductor sector ETF, and the speaker explicitly mentions semiconductors as a key beneficiary of AI adoption, making SOXX a valid sector ETF attribution for the theme discussed.",,1015,74,0.004155,True,2026-04-19T11:46:55Z
611180,PLTR,bullish,rIpWnO96e5w,Palantir Technologies Inc.,"I called it one of the first two actual artificial intelligence plays back in 2023. And if you bought it back in 2023, you would have made a crapload of money. I have to say the fact that it's come down now 70 bucks from $27. If this hits some of my magic numbers, I'm setting out a trade alert. I'm buying this sucker.",UNCERTAIN,0.5,"The extracted quote mentions an AI stock that dropped from $27 to around $70 range which could fit PLTR's price history, but the surrounding context discusses broad market movements with no mention of Palantir specifically, making attribution uncertain.",REAL_ATTRIBUTION,0.97,"The speaker explicitly names Palantir as an AI play they recommended in 2023 and states intent to buy it at specific price levels, making this a direct and specific attribution to PLTR.",,987,75,0.004086,False,2026-04-19T11:46:57Z
610495,VTR,bullish,TEphC2SHIb0,"Ventas, Inc.",I put together some assumptions of my real downside over the next 10 years and the upside with the business. Based on the amount that I invested and the price I bought this company if they grow their dividends eight percent per year I will be paid back in full in 2034 so year 10.,MIS_ATTRIBUTION,0.85,"The surrounding context repeatedly refers to 'Vichy' (likely VICI Properties, a different REIT), not Ventas (VTR), making this a mis-attribution to the wrong ticker.",REAL_ATTRIBUTION,0.95,"The speaker is explicitly discussing a specific REIT company they invested in ('Vichy' = Ventas/VTR), analyzing its dividend growth and payback period, making this a direct implicit reference to VTR.",,1006,86,0.004308,True,2026-04-19T11:47:00Z
610459,SPOT,bullish,vjNMOrgGQw0,Spotify Technology S.A.,"Spotify is rightsizing their cost structure and running a more efficient business model. Investors know they have the talent to create future products and now they're operating more efficiently, which will drive profits. This is a positive thing.",UNCERTAIN,0.55,"The extracted quote explicitly mentions Spotify by name and is bullish, but the surrounding transcript context shows no connection to Spotify, focusing instead on portfolio performance review and 2024 investing strategy, making it unclear if the quote actually appeared in this transcript.",REAL_ATTRIBUTION,0.95,"The quote explicitly names Spotify and discusses its cost structure, efficiency, and profit outlook, making SPOT a direct and accurate attribution.",,939,65,0.003792,False,2026-04-19T11:47:02Z
